PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_NAME;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_CCMLITE;REQUIREMENTS_ATTRIBUTES_IAAS;REQUIREMENTS_ATTRIBUTES_PAAS;REQUIREMENTS_ATTRIBUTES_SAAS;REQUIREMENTS_ATTRIBUTES_SCOPEAPPLICABILITY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];PASS;Role assignment 4670d9e2-33b5-431e-86e6-46b8f8e2a689 in subscription Azure for Students does not grant User Access Administrator role.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Authorization/roleAssignments/4670d9e2-33b5-431e-86e6-46b8f8e2a689;iam_role_user_access_admin_restricted;False;4670d9e2-33b5-431e-86e6-46b8f8e2a689;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Management of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;Role assignment 4670d9e2-33b5-431e-86e6-46b8f8e2a689 in subscription Azure for Students does not grant User Access Administrator role.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Authorization/roleAssignments/4670d9e2-33b5-431e-86e6-46b8f8e2a689;iam_role_user_access_admin_restricted;False;4670d9e2-33b5-431e-86e6-46b8f8e2a689;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];PASS;Role assignment afa07eb0-4d74-4932-8b01-8baa6088f109 in subscription Azure for Students does not grant User Access Administrator role.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Authorization/roleAssignments/afa07eb0-4d74-4932-8b01-8baa6088f109;iam_role_user_access_admin_restricted;False;afa07eb0-4d74-4932-8b01-8baa6088f109;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Management of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;Role assignment afa07eb0-4d74-4932-8b01-8baa6088f109 in subscription Azure for Students does not grant User Access Administrator role.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Authorization/roleAssignments/afa07eb0-4d74-4932-8b01-8baa6088f109;iam_role_user_access_admin_restricted;False;afa07eb0-4d74-4932-8b01-8baa6088f109;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];PASS;Role assignment 164d1e56-c735-48f6-9c81-20a6a75c96ae in subscription Azure for Students does not grant User Access Administrator role.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Authorization/roleAssignments/164d1e56-c735-48f6-9c81-20a6a75c96ae;iam_role_user_access_admin_restricted;False;164d1e56-c735-48f6-9c81-20a6a75c96ae;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Management of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;Role assignment 164d1e56-c735-48f6-9c81-20a6a75c96ae in subscription Azure for Students does not grant User Access Administrator role.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Authorization/roleAssignments/164d1e56-c735-48f6-9c81-20a6a75c96ae;iam_role_user_access_admin_restricted;False;164d1e56-c735-48f6-9c81-20a6a75c96ae;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];PASS;Role assignment ad2213eb-9367-4c92-760d-fce6bc5c8dd8 in subscription Azure for Students does not grant User Access Administrator role.;/providers/Microsoft.Management/managementGroups/dbd6664d-4eb9-46eb-99d8-5c43ba153c61/providers/Microsoft.Authorization/roleAssignments/ad2213eb-9367-4c92-760d-fce6bc5c8dd8;iam_role_user_access_admin_restricted;False;ad2213eb-9367-4c92-760d-fce6bc5c8dd8;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Management of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;Role assignment ad2213eb-9367-4c92-760d-fce6bc5c8dd8 in subscription Azure for Students does not grant User Access Administrator role.;/providers/Microsoft.Management/managementGroups/dbd6664d-4eb9-46eb-99d8-5c43ba153c61/providers/Microsoft.Authorization/roleAssignments/ad2213eb-9367-4c92-760d-fce6bc5c8dd8;iam_role_user_access_admin_restricted;False;ad2213eb-9367-4c92-760d-fce6bc5c8dd8;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];PASS;Role assignment abbad544-0e37-4453-b44b-87cdbbbf3bef in subscription Azure for Students does not grant User Access Administrator role.;/providers/Microsoft.Management/managementGroups/dbd6664d-4eb9-46eb-99d8-5c43ba153c61/providers/Microsoft.Authorization/roleAssignments/abbad544-0e37-4453-b44b-87cdbbbf3bef;iam_role_user_access_admin_restricted;False;abbad544-0e37-4453-b44b-87cdbbbf3bef;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Management of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;Role assignment abbad544-0e37-4453-b44b-87cdbbbf3bef in subscription Azure for Students does not grant User Access Administrator role.;/providers/Microsoft.Management/managementGroups/dbd6664d-4eb9-46eb-99d8-5c43ba153c61/providers/Microsoft.Authorization/roleAssignments/abbad544-0e37-4453-b44b-87cdbbbf3bef;iam_role_user_access_admin_restricted;False;abbad544-0e37-4453-b44b-87cdbbbf3bef;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 01:21:11.393465;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];PASS;Role assignment bdc892dc-1b3a-4efa-abfb-76e6b2b4a03d in subscription Azure for Students does not grant User Access Administrator role.;/providers/Microsoft.Management/managementGroups/dbd6664d-4eb9-46eb-99d8-5c43ba153c61/providers/Microsoft.Authorization/roleAssignments/bdc892dc-1b3a-4efa-abfb-76e6b2b4a03d;iam_role_user_access_admin_restricted;False;bdc892dc-1b3a-4efa-abfb-76e6b2b4a03d;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
